11111,11111
0,0
1143,1238
1124,1236
1120,1236
1142,1242
1131,1231
1162,1270
1128,1238
1116,1235
1136,1243
1113,1240
1147,1240
1145,1277
1131,1230
1145,1232
1126,1241
1148,1215
1146,1260
1121,1242
1153,1217
1155,1230
1167,1267
1135,1253
1163,1263
1148,1268
1167,1253
1181,1263
1161,1277
1165,1275
1184,1252
1196,1290
1180,1276
1222,1300
1196,1365
1232,1349
1291,1415
1318,1418
1392,1494
1456,1532
1481,1586
1593,1670
1597,1748
1646,1749
1764,1853
1781,1903
1854,1999
1899,2044
2006,2080
2048,2220
2130,2271
2212,2339
2331,2456
2449,2556
2569,2687
2694,2791
2838,2875
2989,3036
3136,3119
3288,3154
3423,3221
3567,3245
3689,3261
3750,3156
3767,3070
3681,2853
3588,2655
3442,2433
3324,2239
3201,2030
3073,1913
2895,1781
2805,1695
2738,1625
2606,1511
2527,1482
2407,1420
2334,1402
2256,1347
2200,1344
2110,1359
2071,1330
2000,1307
1994,1279
1968,1302
1906,1269
1871,1276
1842,1260
1766,1220
1725,1273
1639,1224
1658,1237
1613,1231
1555,1242
1531,1211
1502,1214
1483,1220
1476,1222
1440,1239
1378,1193
1388,1205
1342,1234
1350,1219
1302,1247
1282,1215
1300,1223
1221,1242
1231,1198
1252,1232
1177,1222
1164,1241
1197,1215
1214,1217
1191,1225
1185,1223
1186,1207
1198,1218
1222,1233
1216,1219
1231,1255
1224,1242
1249,1212
1229,1257
1265,1220
1224,1274
1283,1237
1675,1583
1459,1480
1444,1467
1128,1237
1131,1233
1148,1239
1101,1234
1112,1212
1135,1237
1095,1236
1146,1267
1133,1224
1124,1239
1132,1220
1149,1266
1116,1278
1142,1235
1151,1249
1129,1279
1127,1241
1155,1220
1126,1257
1131,1257
1150,1276
1146,1259
1111,1252
1154,1272
1105,1266
1142,1232
1126,1240
1142,1219
1137,1268
1092,1244
1110,1227
1136,1225
1087,1246
1092,1244
1117,1216
1099,1281
1093,1242
1101,1216
1115,1249
1089,1232
1095,1211
1118,1234
1073,1244
1083,1197
1086,1241
1059,1220
1125,1215
1093,1211
1100,1227
1074,1235
1076,1194
1082,1242
1069,1220
1106,1203
1098,1226
1051,1201
1096,1222
1052,1217
1063,1175
1082,1216
1060,1201
1052,1192
1096,1187
1062,1186
1069,1224
1045,1157
1054,1193
1087,1171
1060,1194
1079,1204
1062,1208
1074,1188
1031,1174
1068,1216
1040,1205
1038,1161
1051,1209
1024,1182
1072,1199
1027,1198
1070,1203
1064,1193
1049,1199
1054,1195
1039,1180
1029,1189
1048,1175
1026,1153
1057,1196
1051,1179
1033,1206
1028,1188
1033,1174
1046,1200
1028,1189
1067,1186
1038,1189
1024,1170
1055,1187
1001,1195
1068,1147
1063,1181
1032,1204
1022,1178
1046,1187
1066,1172
1044,1175
1059,1206
1036,1183
1010,1155
1051,1176
1039,1179
1027,1170
1049,1158
1070,1192
1042,1191
1040,1185
1046,1186
1058,1174
