11111,11111
0,0
82403,82377
130667,108341
133001,108329
133023,108306
133061,108349
133057,108363
133057,108343
133093,108336
133118,108351
133091,108368
133069,108319
133042,108347
132979,108295
132954,108280
132843,108229
132741,108211
132678,108181
132585,108152
132492,108077
132455,108043
132394,108060
132369,108048
132500,108038
132524,108112
132561,108110
132636,108165
132728,108181
132906,108223
133032,108302
133143,108357
133233,108416
133359,108432
133480,108504
133560,108534
133686,108552
133667,108586
133719,108599
133749,108569
133731,108580
133613,108541
133516,108488
133429,108479
133307,108415
133134,108330
132932,108245
132657,108149
132450,108028
132260,107961
132014,107858
131789,107761
131543,107675
131423,107573
131301,107527
131162,107491
131050,107456
130933,107376
130895,107354
130917,107400
130871,107391
130849,107348
130853,107374
130878,107387
130961,107437
130982,107408
130999,107485
131001,107462
131110,107450
131113,107487
131155,107488
131170,107528
131143,107533
131286,107537
131314,107577
131343,107554
131383,107602
131350,107620
131454,107646
131475,107659
131495,107624
131520,107639
131525,107679
131557,107702
131605,107675
131615,107692
131660,107721
131681,107750
131733,107752
131868,107804
131893,107857
131941,107822
131985,107860
132103,107912
132163,107889
132194,107946
132213,107941
132179,107950
132261,107942
132279,107985
132269,107973
132297,107971
132224,107989
132220,107943
132222,107949
132182,107929
132165,107939
132105,107883
132183,107916
132144,107915
132115,107892
132095,107906
132023,107864
132041,107870
132037,107874
131953,107819
131929,107777
131853,107788
131776,107765
131740,107701
131688,107710
131539,107643
131455,107629
131451,107564
131380,107573
131330,107531
132398,107989
133450,108462
133482,108485
130809,107302
130602,107230
130436,107163
130020,106970
130106,107033
130166,107045
130259,107081
130320,107124
131126,107447
131123,107475
131120,107470
131119,107453
131133,107501
131116,107466
131125,107488
131098,107474
131125,107449
131073,107456
131032,107431
130936,107371
130847,107345
130824,107350
130746,107278
130676,107289
130586,107241
130475,107208
130380,107147
130323,107141
130230,107115
130155,107015
130071,106997
130012,107001
129985,106983
129917,106932
129874,106912
129872,106914
129875,106942
129954,106933
129960,106933
129966,106961
129982,106960
129977,106960
129997,106940
130013,106974
129986,106936
129926,106953
129910,106943
129929,106936
129924,106936
129963,106955
129997,106992
130093,106999
130205,107066
130344,107101
130449,107176
130521,107251
130651,107224
130769,107308
130829,107330
130858,107335
130906,107336
130909,107398
130917,107377
130919,107359
130895,107342
130895,107355
130877,107377
130924,107365
130921,107349
130896,107373
130918,107361
130971,107408
131019,107399
131046,107422
131076,107460
131165,107477
131251,107522
131284,107522
131317,107550
131305,107538
131325,107528
131413,107565
131382,107590
131319,107557
131259,107521
131211,107500
131187,107501
131149,107483
131103,107450
131046,107443
130982,107407
131092,107459
131089,107461
131168,107474
131208,107527
131298,107522
131465,107612
131585,107640
131674,107680
131692,107685
131766,107749
131792,107705
131738,107718
131697,107708
131532,107613
131408,107580
131285,107491
131070,107416
130844,107346
130566,107211
130352,107099
130168,107020
129894,106921
129683,106829
129425,106742
129249,106624
129141,106574
129023,106525
128923,106479
