11111,11111
0,0
82160,82181
107702,114041
107664,114010
107590,113940
107593,114004
107663,113976
107607,113960
107519,113928
107369,113836
107367,113869
107386,113808
107327,113789
107174,113749
107047,113661
106964,113616
107013,113641
106880,113636
106778,113546
106607,113491
106569,113464
106590,113509
106513,113444
106471,113435
106276,113336
106310,113367
106357,113395
106285,113376
106257,113319
106192,113315
106165,113313
106256,113349
106249,113357
106216,113282
106200,113273
106237,113327
106367,113391
106319,113382
106343,113318
106313,113331
106405,113367
106451,113460
106437,113391
106509,113431
106400,113386
106517,113476
106583,113482
106632,113485
106549,113442
106548,113409
106618,113512
106696,113545
106680,113481
106685,113495
106617,113464
106661,113511
106765,113574
106764,113557
106744,113471
106722,113511
106767,113525
106820,113575
106885,113573
106839,113552
106817,113517
106860,113513
106998,113587
106973,113613
106911,113574
106873,113533
106898,113554
107020,113612
106973,113621
106931,113549
106871,113533
106950,113596
106985,113578
106951,113608
106865,113536
106827,113505
106906,113534
106937,113598
106865,113510
106845,113504
106745,113515
106823,113523
106860,113524
106796,113472
106762,113490
106707,113429
106775,113518
106819,113523
106745,113469
106748,113481
106628,113463
106736,113477
106779,113530
106736,113456
106733,113471
106648,113431
106769,113534
106795,113490
106851,113510
106786,113506
106742,113449
106874,113510
106871,113565
106858,113500
106864,113511
106832,113506
106945,113536
106988,113560
106958,113529
106920,113556
106882,113506
107019,113562
107081,113591
107075,113596
107006,113586
106981,113544
107087,113638
107134,113629
107140,113605
107058,113623
107073,113594
107284,113692
107298,113692
107318,113706
107545,113776
107465,113743
107521,113779
106549,113314
106491,113283
106309,113181
106282,113208
105994,113102
106109,113144
106169,113166
106092,113169
106048,113131
106183,113120
106203,113191
106290,113196
106270,113204
106206,113153
106319,113204
106362,113257
106433,113252
106382,113259
106324,113209
106442,113279
106477,113272
106496,113278
106460,113300
106444,113267
106496,113323
106567,113309
106590,113316
106542,113299
106497,113295
106614,113331
106643,113385
106627,113355
106664,113386
106614,113294
106650,113354
106746,113422
106730,113386
106674,113375
106586,113320
106699,113352
106760,113442
106757,113359
106702,113331
106605,113303
106682,113329
106697,113375
106700,113343
106633,113316
106540,113258
106614,113326
106656,113321
106604,113309
106554,113314
106449,113233
106545,113249
106577,113305
106541,113284
106516,113235
106415,113220
106494,113278
106593,113292
106515,113296
106521,113273
106384,113218
106514,113265
106551,113299
106523,113225
106510,113256
106457,113221
106547,113287
106592,113313
106596,113267
106567,113255
106568,113248
106596,113318
106676,113310
106703,113330
106671,113327
106592,113276
106757,113349
106756,113395
106745,113331
106762,113377
106690,113343
106800,113380
106891,113396
106850,113410
106823,113343
106825,113363
106881,113433
106966,113433
106943,113436
106926,113432
106865,113389
106984,113439
107037,113505
107050,113470
106965,113427
106981,113413
107088,113484
107115,113535
107106,113476
107064,113419
107077,113481
107136,113523
107194,113510
107188,113519
107127,113500
107121,113490
107231,113547
107278,113576
107217,113536
107242,113512
107166,113528
107260,113555
107339,113574
