11111,11111
0,0
82288,81864
113648,104702
113709,104733
113743,104698
113761,104746
113842,104737
113854,104772
113910,104822
113914,104805
113980,104834
113969,104817
114015,104833
114045,104869
114057,104848
114068,104887
114080,104829
114085,104875
114068,104857
114115,104862
114124,104895
114075,104866
114057,104854
114035,104860
114039,104813
114038,104823
113980,104789
113910,104810
113910,104765
113905,104770
113855,104766
113838,104743
113824,104699
113800,104724
113807,104688
113768,104728
113758,104681
113778,104688
113745,104679
113789,104682
113783,104726
113796,104679
113800,104727
113833,104684
113863,104716
113832,104735
113882,104729
113893,104787
113938,104724
113977,104784
113975,104809
114007,104832
114011,104818
114097,104814
114122,104854
114116,104843
114126,104863
114119,104906
114218,104872
114230,104917
114236,104881
114251,104924
114262,104961
114334,104935
114354,104936
114344,104948
114400,104998
114347,104993
114449,104987
114424,105006
114480,105023
114412,105011
114456,104999
114532,105036
114493,105024
114509,105085
114527,105060
114514,105042
114591,105069
114591,105083
114578,105080
114584,105056
114607,105117
114612,105054
114654,105100
114636,105103
114630,105139
114646,105141
114587,105104
114631,105141
114595,105101
114594,105148
114631,105114
114640,105127
114669,105144
114667,105153
114694,105166
114698,105187
114741,105138
114749,105171
114701,105154
114730,105196
114710,105208
114756,105177
114799,105201
114757,105212
114740,105180
114811,105236
114799,105225
114810,105243
114797,105194
114812,105211
114815,105202
114880,105245
114815,105236
114837,105250
114839,105239
114848,105255
114859,105214
114908,105234
114853,105249
114867,105233
114893,105288
114937,105264
114899,105247
114105,104820
112090,103926
112100,103907
112930,104299
112911,104296
112940,104302
113829,104741
113792,104734
113834,104765
113839,104761
113781,104694
113744,104690
113740,104659
113712,104702
113714,104669
113718,104672
113686,104658
113730,104679
113699,104681
113714,104673
113753,104723
113754,104675
113785,104703
113798,104697
113831,104718
113816,104721
113873,104769
113851,104754
113952,104769
113953,104775
113990,104810
113965,104832
114010,104800
114049,104856
114049,104843
114125,104860
114163,104859
114124,104922
114194,104875
114230,104918
114227,104924
114255,104940
114273,104899
114260,104970
114284,104946
114343,104954
114326,105003
114346,104960
114379,104974
114361,104977
114381,104954
114365,104990
114432,105003
114442,104987
114413,104991
114430,105016
114463,104998
114469,105018
114433,105005
114492,105018
114464,105054
114507,105020
114492,105009
114478,105035
114530,104998
114542,105042
114546,105053
114558,105070
114604,105059
114567,105092
114587,105041
114605,105103
114633,105057
114619,105072
114658,105096
114662,105104
114641,105113
114683,105103
114687,105082
114689,105109
114676,105146
114715,105117
114770,105138
114750,105153
114763,105160
114786,105188
114760,105162
114797,105150
114781,105196
114812,105183
114809,105216
114821,105166
114846,105208
114828,105185
114854,105221
114851,105220
114837,105199
114855,105226
114907,105228
114858,105208
114884,105251
114880,105228
114916,105197
114875,105224
114912,105250
114947,105214
114938,105275
114952,105246
114929,105245
114985,105268
114994,105264
114964,105279
114949,105248
115018,105274
115009,105307
115017,105271
114991,105254
115035,105289
114999,105267
115027,105282
115023,105286
115039,105285
